Name	Symbol
Autosomal dominant Robinow syndrome	FZD2
Autosomal dominant vitreoretinochoroidopathy	BEST1
Revesz syndrome	TINF2
Meacham syndrome	WT1
X-linked intellectual disability-psychosis-macroorchidism syndrome	MECP2
"X-linked intellectual disability, Snyder type"	SMS
TARP syndrome	RBM10
Piebaldism	SNAI2
Piebaldism	KIT
"Phocomelia, Schinzel type"	WNT7A
Isolated megalencephaly	TBC1D7
Arnold-Chiari malformation type I	DKK1
Occipital encephalocele	DACT1
Phakomatosis pigmentokeratotica	HRAS
Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome	PRG4
Fuhrmann syndrome	WNT7A
Peters anomaly	FOXC1
Peters anomaly	CYP1B1
Peters anomaly	PITX2
Peters anomaly	PAX6
Peters anomaly	FOXE3
Alopecia-intellectual disability syndrome	ITGB6
Alopecia-intellectual disability syndrome	LSS
Alopecia-intellectual disability syndrome	AHSG
RAS-associated autoimmune leukoproliferative disease	KRAS
RAS-associated autoimmune leukoproliferative disease	NRAS
Spheroid body myopathy	MYOT
Autosomal recessive spastic paraplegia type 11	SPG11
DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion	DYRK1A
PEHO syndrome	ZNHIT3
Intermediate maple syrup urine disease	BCKDHA
Intermediate maple syrup urine disease	BCKDHB
Intermediate maple syrup urine disease	DBT
Intermediate maple syrup urine disease	PPM1K
Classic maple syrup urine disease	BCKDHA
Classic maple syrup urine disease	BCKDHB
Classic maple syrup urine disease	DBT
Thiamine-responsive maple syrup urine disease	BCKDHA
Thiamine-responsive maple syrup urine disease	BCKDHB
Thiamine-responsive maple syrup urine disease	DBT
Stiff skin syndrome	FBN1
Wrinkly skin syndrome	ATP6V0A2
Intermittent maple syrup urine disease	BCKDHA
Intermittent maple syrup urine disease	BCKDHB
Intermittent maple syrup urine disease	DBT
Proteus-like syndrome	PTEN
Pseudoachondroplasia	COMP
"Renal agenesis, bilateral"	WNT9B
"Renal agenesis, bilateral"	GREB1L
"Renal agenesis, bilateral"	RET
"Renal agenesis, bilateral"	ITGA8
"Renal agenesis, bilateral"	FGF20
"Renal agenesis, bilateral"	GFRA1
Hutchinson-Gilford progeria syndrome	ZMPSTE24
Hutchinson-Gilford progeria syndrome	LMNA
Guttmacher syndrome	HOXA13
Isolated polycystic liver disease	PRKCSH
Isolated polycystic liver disease	SEC63
Isolated polycystic liver disease	LRP5
Pitt-Hopkins syndrome	TCF4
Brachyolmia-amelogenesis imperfecta syndrome	LTBP3
Glycogen storage disease due to liver phosphorylase kinase deficiency	PHKA2
Glycogen storage disease due to liver phosphorylase kinase deficiency	PHKG2
Orofaciodigital syndrome type 5	DDX59
Hereditary pulmonary alveolar proteinosis	CSF2RB
Hereditary pulmonary alveolar proteinosis	CSF2RA
Trismus-pseudocamptodactyly syndrome	MYH8
Heritable pulmonary arterial hypertension	ATP13A3
Heritable pulmonary arterial hypertension	ACVRL1
Heritable pulmonary arterial hypertension	BMPR2
Heritable pulmonary arterial hypertension	TBX4
Heritable pulmonary arterial hypertension	ENG
Heritable pulmonary arterial hypertension	CAV1
Heritable pulmonary arterial hypertension	SMAD9
Heritable pulmonary arterial hypertension	KCNK3
Heritable pulmonary arterial hypertension	EIF2AK4
Heritable pulmonary arterial hypertension	GDF2
Heritable pulmonary arterial hypertension	SOX17
Drug- or toxin-induced pulmonary arterial hypertension	BMPR2
Pulmonary arterial hypertension associated with connective tissue disease	HLA-B
Trichomegaly-retina pigmentary degeneration-dwarfism syndrome	PNPLA6
Non-syndromic metopic craniosynostosis	FGFR1
Non-syndromic metopic craniosynostosis	FREM1
VACTERL with hydrocephalus	FANCB
Multiple endocrine neoplasia type 4	CDKN1B
Frontotemporal dementia with motor neuron disease	VCP
Frontotemporal dementia with motor neuron disease	TARDBP
Frontotemporal dementia with motor neuron disease	FUS
Frontotemporal dementia with motor neuron disease	SQSTM1
Frontotemporal dementia with motor neuron disease	C9ORF72
Frontotemporal dementia with motor neuron disease	TBK1
Frontotemporal dementia with motor neuron disease	CHCHD10
Common arterial trunk	TBX1
Common arterial trunk	NKX2-6
Common arterial trunk	PLXND1
Behavioral variant of frontotemporal dementia	TMEM106B
Behavioral variant of frontotemporal dementia	PSEN1
Behavioral variant of frontotemporal dementia	CHMP2B
Behavioral variant of frontotemporal dementia	TREM2
Behavioral variant of frontotemporal dementia	VCP
Behavioral variant of frontotemporal dementia	MAPT
Behavioral variant of frontotemporal dementia	GRN
Behavioral variant of frontotemporal dementia	SQSTM1
Behavioral variant of frontotemporal dementia	C9ORF72
Tibial aplasia-ectrodactyly syndrome	BHLHA9
Hoyeraal-Hreidarsson syndrome	DKC1
Hoyeraal-Hreidarsson syndrome	TERT
Hoyeraal-Hreidarsson syndrome	TINF2
Hoyeraal-Hreidarsson syndrome	RTEL1
Hoyeraal-Hreidarsson syndrome	ACD
Hoyeraal-Hreidarsson syndrome	PARN
Preeclampsia	FLT1
Preeclampsia	STOX1
Preeclampsia	CORIN
Autoimmune lymphoproliferative syndrome-recurrent viral infections due to CASP8 deficiency	CASP8
Tricho-dento-osseous syndrome	DLX3
Arterial tortuosity syndrome	SLC2A10
Oculoectodermal syndrome	KRAS
Toriello-Carey syndrome	DDX3X
Yunis-Varon syndrome	FIG4
Yunis-Varon syndrome	VAC14
Congenital amegakaryocytic thrombocytopenia	THPO
Congenital amegakaryocytic thrombocytopenia	MPL
Zimmermann-Laband syndrome	KCNN3
Zimmermann-Laband syndrome	ATP6V1B2
Zimmermann-Laband syndrome	KCNH1
Wilson-Turner syndrome	HDAC8
Wilson-Turner syndrome	LAS1L
Baraitser-Winter cerebrofrontofacial syndrome	ACTB
Baraitser-Winter cerebrofrontofacial syndrome	ACTG1
Sweet syndrome	PTPN6
Sweet syndrome	MEFV
Acromelic frontonasal dysplasia	ZSWIM6
Isolated focal cortical dysplasia type Ia	SLC35A2
Isolated focal cortical dysplasia type IIb	TSC2
Isolated focal cortical dysplasia type IIb	MTOR
Isolated focal cortical dysplasia type IIb	TSC1
Isolated focal cortical dysplasia type IIa	TSC2
Isolated focal cortical dysplasia type IIa	MTOR
Van den Ende-Gupta syndrome	SCARF2
Hyperostosis corticalis generalisata	LRP5
Hyperostosis corticalis generalisata	SOST
Autoimmune polyendocrinopathy type 1	AIRE
Weill-Marchesani syndrome	ADAMTS17
Weill-Marchesani syndrome	ADAMTS10
Weill-Marchesani syndrome	FBN1
Weill-Marchesani syndrome	LTBP2
Congenital non-communicating hydrocephalus	CCDC88C
Intellectual disability-developmental delay-contractures syndrome	ZC4H2
Wiedemann-Rautenstrauch syndrome	POLR3A
Congenital communicating hydrocephalus	TRIM71
Congenital communicating hydrocephalus	MPDZ
Isolated Dandy-Walker malformation without hydrocephalus	ZIC4
Isolated Dandy-Walker malformation without hydrocephalus	NID1
Isolated Dandy-Walker malformation without hydrocephalus	ZIC1
Isolated Dandy-Walker malformation with hydrocephalus	ZIC1
Isolated Dandy-Walker malformation with hydrocephalus	ZIC4
Spondyloperipheral dysplasia-short ulna syndrome	COL2A1
Alpha-dystroglycan-related limb-girdle muscular dystrophy R16	DAG1
Distal deletion 12p	ERC1
Pelizaeus-Merzbacher-like disease due to AIMP1 mutation	AIMP1
Pelizaeus-Merzbacher-like disease due to HSPD1 mutation	HSPD1
Autosomal semi-dominant severe lipodystrophic laminopathy	LMNA
Hereditary hyperekplexia	ATAD1
Hereditary hyperekplexia	GLRA1
Hereditary hyperekplexia	GLRB
Hereditary hyperekplexia	GPHN
Hereditary hyperekplexia	SLC6A5
Supravalvular aortic stenosis	ELN
PLIN1-related familial partial lipodystrophy	PLIN1
Familial steroid-resistant nephrotic syndrome with sensorineural deafness	COQ6
Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome	ERLIN2
Familial Alzheimer-like prion disease	PRNP
Nestor-Guillermo progeria syndrome	BANF1
Deafness-enamel hypoplasia-nail defects syndrome	PEX1
Deafness-enamel hypoplasia-nail defects syndrome	PEX6
"Chondrodysplasia with joint dislocations, gPAPP type"	BPNT2
Fatal infantile hypertonic myofibrillar myopathy	CRYAB
Warsaw breakage syndrome	DDX11
Nijmegen breakage syndrome	NBN
Hereditary neutrophilia	CSF3R
"Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency"	DGUOK
Sclerosteosis	SOST
Sclerosteosis	LRP4
Severe combined immunodeficiency due to LCK deficiency	LCK
Complement component 3 deficiency	C3
SHORT syndrome	PIK3R1
Atrial septal defect-atrioventricular conduction defects syndrome	NKX2-5
Senior-Loken syndrome	CEP290
Senior-Loken syndrome	INVS
Senior-Loken syndrome	IQCB1
Senior-Loken syndrome	NPHP1
Senior-Loken syndrome	NPHP3
Senior-Loken syndrome	NPHP4
Senior-Loken syndrome	SDCCAG8
Senior-Loken syndrome	WDR19
Senior-Loken syndrome	CEP164
Senior-Loken syndrome	TRAF3IP1
ALG11-CDG	ALG11
Septo-optic dysplasia spectrum	PROKR2
Septo-optic dysplasia spectrum	SOX2
Septo-optic dysplasia spectrum	FGFR1
Septo-optic dysplasia spectrum	HESX1
Septo-optic dysplasia spectrum	OTX2
Septo-optic dysplasia spectrum	SOX3
Septo-optic dysplasia spectrum	ARNT2
"Pelizaeus-Merzbacher disease, connatal form"	PLP1
"Pelizaeus-Merzbacher disease, classic form"	PLP1
Microform holoprosencephaly	FGFR1
Microform holoprosencephaly	SUFU
Microform holoprosencephaly	PTCH1
Microform holoprosencephaly	SIX3
Microform holoprosencephaly	TGIF1
Microform holoprosencephaly	ZIC2
Microform holoprosencephaly	GLI2
Microform holoprosencephaly	CRIPTO
Microform holoprosencephaly	FOXH1
Microform holoprosencephaly	FGF8
Microform holoprosencephaly	DISP1
Microform holoprosencephaly	CDON
Microform holoprosencephaly	NODAL
Microform holoprosencephaly	DLL1
Microform holoprosencephaly	GAS1
Microform holoprosencephaly	SHH
X-linked spasticity-intellectual disability-epilepsy syndrome	ARX
Septopreoptic holoprosencephaly	STIL
Septopreoptic holoprosencephaly	PTCH1
Septopreoptic holoprosencephaly	SHH
Septopreoptic holoprosencephaly	SIX3
Septopreoptic holoprosencephaly	TGIF1
Septopreoptic holoprosencephaly	ZIC2
Septopreoptic holoprosencephaly	GLI2
Septopreoptic holoprosencephaly	CRIPTO
Septopreoptic holoprosencephaly	FOXH1
Septopreoptic holoprosencephaly	FGF8
Septopreoptic holoprosencephaly	DISP1
Septopreoptic holoprosencephaly	CDON
Septopreoptic holoprosencephaly	NODAL
Septopreoptic holoprosencephaly	DLL1
Septopreoptic holoprosencephaly	GAS1
Methylmalonic aciduria due to transcobalamin receptor defect	CD320
Pelizaeus-Merzbacher-like disease due to GJC2 mutation	GJC2
Pelizaeus-Merzbacher-like disease	MAL
Null syndrome	PLP1
Spondyloenchondrodysplasia	ACP5
"Pelizaeus-Merzbacher disease, transitional form"	PLP1
Autosomal dominant spondylocostal dysostosis	TBX6
Pelizaeus-Merzbacher disease in female carriers	PLP1
Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	KCNJ11
Cenani-Lenz syndrome	APC
Cenani-Lenz syndrome	LRP4
Autosomal dominant hyperinsulinism due to SUR1 deficiency	ABCC8
Diazoxide-resistant focal hyperinsulinism due to SUR1 deficiency	ABCC8
Diazoxide-resistant focal hyperinsulinism due to Kir6.2 deficiency	KCNJ11
Sporadic pheochromocytoma/secreting paraganglioma	SDHD
Sporadic pheochromocytoma/secreting paraganglioma	SDHB
Sporadic pheochromocytoma/secreting paraganglioma	DNMT3A
Sporadic pheochromocytoma/secreting paraganglioma	EPAS1
Sporadic pheochromocytoma/secreting paraganglioma	VHL
Sporadic pheochromocytoma/secreting paraganglioma	RET
Symptomatic form of Coffin-Lowry syndrome in female carriers	RPS6KA3
Spondylocarpotarsal synostosis	MYH3
Spondylocarpotarsal synostosis	FLNB
Apolipoprotein A-I deficiency	APOA1
Apolipoprotein A-I deficiency	ABCA1
Tetraamelia-multiple malformations syndrome	RSPO2
Tetraamelia-multiple malformations syndrome	WNT3
Spinocerebellar ataxia type 36	NOP56
Spinocerebellar ataxia type 35	TGM6
Spinocerebellar ataxia type 32	SCA32
Machado-Joseph disease type 1	ATXN3
Non-syndromic male infertility due to sperm motility disorder	CFAP251
Non-syndromic male infertility due to sperm motility disorder	CFAP43
Non-syndromic male infertility due to sperm motility disorder	CFAP44
Non-syndromic male infertility due to sperm motility disorder	ARMC2
Non-syndromic male infertility due to sperm motility disorder	TTC21A
Non-syndromic male infertility due to sperm motility disorder	AK7
Non-syndromic male infertility due to sperm motility disorder	CFAP65
Non-syndromic male infertility due to sperm motility disorder	CFAP69
Non-syndromic male infertility due to sperm motility disorder	AKAP4
Non-syndromic male infertility due to sperm motility disorder	SPAG17
Non-syndromic male infertility due to sperm motility disorder	ACTL9
Non-syndromic male infertility due to sperm motility disorder	FSIP2
Non-syndromic male infertility due to sperm motility disorder	CFAP70
Non-syndromic male infertility due to sperm motility disorder	TTC29
Non-syndromic male infertility due to sperm motility disorder	CATSPER1
Non-syndromic male infertility due to sperm motility disorder	SLC26A8
Non-syndromic male infertility due to sperm motility disorder	SEPTIN12
Non-syndromic male infertility due to sperm motility disorder	DNAH1
Non-syndromic male infertility due to sperm motility disorder	DRC1
Non-syndromic male infertility due to sperm motility disorder	DNAH17
Non-syndromic male infertility due to sperm motility disorder	SPEF2
"Mucopolysaccharidosis type 6, slowly progressing"	ARSB
"Mucopolysaccharidosis type 6, rapidly progressing"	ARSB
Machado-Joseph disease type 3	ATXN3
Machado-Joseph disease type 2	ATXN3
Hemihyperplasia-multiple lipomatosis syndrome	PIK3CA
Familial multinodular goiter	KEAP1
Familial multinodular goiter	DICER1
Cardiospondylocarpofacial syndrome	MAP3K7
Multiple synostoses syndrome	GDF5
Multiple synostoses syndrome	NOG
Multiple synostoses syndrome	FGF9
Hyperbiliverdinemia	BLVRA
Proximal symphalangism	GDF5
Proximal symphalangism	NOG
Filippi syndrome	CKAP2L
Hyperinsulinism due to UCP2 deficiency	UCP2
Ogden syndrome	NAA10
Cleft lip/palate-ectodermal dysplasia syndrome	NECTIN1
Lower motor neuron syndrome with late-adult onset	CHCHD10
Combined immunodeficiency due to ZAP70 deficiency	ZAP70
Mitochondrial trifunctional protein deficiency	HADHA
Mitochondrial trifunctional protein deficiency	HADHB
Malonic aciduria	MLYCD
Hereditary methemoglobinemia	CYB5R3
Hereditary methemoglobinemia	CYB5A
Glycogen storage disease due to hepatic glycogen synthase deficiency	GYS2
Dysbetalipoproteinemia	APOE
Severe hereditary thrombophilia due to congenital protein S deficiency	PROS1
Familial hyperthyroidism due to mutations in TSH receptor	TSHR
Congenital factor II deficiency	F2
Hyperimmunoglobulinemia D with periodic fever	MVK
Immunodeficiency by defective expression of MHC class II	RFX5
Immunodeficiency by defective expression of MHC class II	RFXANK
Immunodeficiency by defective expression of MHC class II	RFXAP
Immunodeficiency by defective expression of MHC class II	CIITA
Herpes simplex virus encephalitis	UNC93B1
Herpes simplex virus encephalitis	TLR3
Herpes simplex virus encephalitis	TICAM1
Herpes simplex virus encephalitis	TRAF3
Herpes simplex virus encephalitis	TBK1
Systemic primary carnitine deficiency	SLC22A5
Essential fructosuria	KHK
Infantile Krabbe disease	PSAP
Infantile Krabbe disease	GALC
Sneddon syndrome	ADA2
Rolandic epilepsy	GABRG2
Rolandic epilepsy	GRIN2A
Rolandic epilepsy	SRPX2
Succinyl-CoA:3-oxoacid CoA transferase deficiency	OXCT1
3-methylcrotonyl-CoA carboxylase deficiency	MCCC1
3-methylcrotonyl-CoA carboxylase deficiency	MCCC2
3-hydroxy-3-methylglutaric aciduria	HMGCL
Hemolytic anemia due to diphosphoglycerate mutase deficiency	BPGM
Hemolytic anemia due to glucophosphate isomerase deficiency	GPI
Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers	DMD
Fukutin-related limb-girdle muscular dystrophy R13	FKTN
Anoctamin-5-related limb-girdle muscular dystrophy R12	ANO5
POMGNT1-related limb-girdle muscular dystrophy R15	POMGNT1
POMT2-related limb-girdle muscular dystrophy R14	POMT2
Autosomal recessive lower motor neuron disease with childhood onset	PLEKHG5
Late-infantile/juvenile Krabbe disease	GALC
Adult Krabbe disease	GALC
Hypomyelination neuropathy-arthrogryposis syndrome	CNTNAP1
Hypomyelination neuropathy-arthrogryposis syndrome	ADCY6
Hypomyelination neuropathy-arthrogryposis syndrome	LGI4
Laron syndrome	GHR
Kallmann syndrome	CCDC141
Kallmann syndrome	PROK2
Kallmann syndrome	PROKR2
Kallmann syndrome	CHD7
Kallmann syndrome	SOX10
Kallmann syndrome	FGFR1
Kallmann syndrome	HESX1
Kallmann syndrome	ANOS1
Kallmann syndrome	FGF8
Kallmann syndrome	WDR11
Kallmann syndrome	HS6ST1
Kallmann syndrome	SEMA3A
Kallmann syndrome	IL17RD
Kallmann syndrome	FGF17
Kallmann syndrome	DUSP6
Kallmann syndrome	SPRY4
Kallmann syndrome	FLRT3
Kallmann syndrome	FEZF1
Kallmann syndrome	DCC
Kallmann syndrome	NDNF
Kallmann syndrome	TACR3
Hereditary spherocytosis	SLC4A1
Hereditary spherocytosis	SPTA1
Hereditary spherocytosis	SPTB
Hereditary spherocytosis	ANK1
Hereditary spherocytosis	EPB42
Xeroderma pigmentosum	XPA
Xeroderma pigmentosum	ERCC3
Xeroderma pigmentosum	XPC
Xeroderma pigmentosum	DDB2
Xeroderma pigmentosum	ERCC4
Xeroderma pigmentosum	ERCC5
Xeroderma pigmentosum	ERCC2
Familial aortic dissection	MYH11
X-linked non-syndromic intellectual disability	STEEP1
X-linked non-syndromic intellectual disability	CASK
X-linked non-syndromic intellectual disability	RPS6KA3
X-linked non-syndromic intellectual disability	ARX
X-linked non-syndromic intellectual disability	DMD
X-linked non-syndromic intellectual disability	FTSJ1
X-linked non-syndromic intellectual disability	GDI1
X-linked non-syndromic intellectual disability	MED12
X-linked non-syndromic intellectual disability	UPF3B
X-linked non-syndromic intellectual disability	AGTR2
X-linked non-syndromic intellectual disability	DLG3
X-linked non-syndromic intellectual disability	IL1RAPL1
X-linked non-syndromic intellectual disability	PAK3
X-linked non-syndromic intellectual disability	TSPAN7
X-linked non-syndromic intellectual disability	ARHGEF6
X-linked non-syndromic intellectual disability	ZNF81
X-linked non-syndromic intellectual disability	SYP
X-linked non-syndromic intellectual disability	ZNF711
X-linked non-syndromic intellectual disability	RAB39B
X-linked non-syndromic intellectual disability	HCFC1
X-linked non-syndromic intellectual disability	ALG13
X-linked non-syndromic intellectual disability	MID2
X-linked non-syndromic intellectual disability	PTCHD1
X-linked non-syndromic intellectual disability	USP9X
X-linked non-syndromic intellectual disability	ACSL4
X-linked non-syndromic intellectual disability	MECP2
